Orthogroup	Amblyomma_aureolatum	Rhipicephalus_bursa	Rhipicephalus_microplus	Rhipicephalus_sanguineus	Rhipicephalus_zambeziensis
OG0001772	sp|P49762|DOA_DROME	tr|B7PMW5|B7PMW5_IXOSC, tr|L7MET4|L7MET4_RHIPC, tr|L7MH19|L7MH19_RHIPC			sp|P49762|DOA_DROME
OG0001773	sp|Q95RI5|FAXC_DROME	tr|A0A023FCB6|A0A023FCB6_AMBCJ, tr|A0A023G3L6|A0A023G3L6_AMBTT, tr|L7M6D4|L7M6D4_RHIPC			sp|Q95RI5|FAXC_DROME
OG0001774	sp|P80912|HINT1_RABIT	tr|L7M2N8|L7M2N8_RHIPC, tr|L7M3Z4|L7M3Z4_RHIPC		sp|P62958|HINT1_BOVIN	sp|P62958|HINT1_BOVIN
OG0001775	sp|Q8VI02|PP4R1_RAT	tr|A0A023GMB7|A0A023GMB7_AMBTT, tr|A0A090X7V5|A0A090X7V5_IXORI, tr|L7MBL9|L7MBL9_RHIPC			sp|Q8K2V1|PP4R1_MOUSE
OG0001776	sp|Q9WV60|GSK3B_MOUSE	tr|A0A023GMQ4|A0A023GMQ4_AMBTT, tr|A9P773|A9P773_RHIMP		sp|Q91757|GSK3B_XENLA	sp|Q5YJC2|GSK3B_SPECI
OG0001777	sp|Q1RMT7|RIOK3_BOVIN	tr|A0A023GL82|A0A023GL82_AMBTT, tr|L7M108|L7M108_RHIPC, tr|L7MBQ4|L7MBQ4_RHIPC			sp|Q1RMT7|RIOK3_BOVIN
OG0001778	sp|O54774|AP3D1_MOUSE	tr|A0A023GDD7|A0A023GDD7_AMBTT, tr|L7LWW8|L7LWW8_RHIPC			sp|O54774|AP3D1_MOUSE, sp|Q865S1|AP3D1_BOVIN
OG0001779	sp|P36872|2ABA_DROME	tr|G3MLH6|G3MLH6_AMBMU, tr|L7M886|L7M886_RHIPC		sp|P36872|2ABA_DROME	sp|P36872|2ABA_DROME
OG0001780	sp|Q63787|P85A_RAT	tr|A0A023G4P6|A0A023G4P6_AMBTT, tr|B7Q548|B7Q548_IXOSC, tr|L7MHL9|L7MHL9_RHIPC			sp|Q8UUU2|P85AA_XENLA
OG0001781	sp|Q08509|EPS8_MOUSE	tr|A0A023GCS1|A0A023GCS1_AMBTT, tr|L7LZA1|L7LZA1_RHIPC, tr|V5HPM7|V5HPM7_IXORI			sp|Q08509|EPS8_MOUSE
OG0001782	sp|Q71U00|SKP1_XENLA	tr|F0J9W6|F0J9W6_AMBVA, tr|Q4PM71|Q4PM71_IXOSC		sp|Q71U00|SKP1_XENLA	sp|Q71U00|SKP1_XENLA
OG0001783	sp|O46680|TGFR1_BOVIN	tr|A0A023GL02|A0A023GL02_AMBTT, tr|L7MGX7|L7MGX7_RHIPC, tr|L7MH73|L7MH73_RHIPC			sp|Q64729|TGFR1_MOUSE
OG0001784	sp|O35607|BMPR2_MOUSE	tr|A0A023FIR5|A0A023FIR5_AMBCJ, tr|L7LZV1|L7LZV1_RHIPC, tr|V5IBZ0|V5IBZ0_IXORI			sp|Q13873|BMPR2_HUMAN
OG0001785	sp|Q561T9|OBRG_DANRE	tr|A0A023GMH0|A0A023GMH0_AMBTT, tr|G3MKX9|G3MKX9_AMBMU, tr|L7MLJ5|L7MLJ5_RHIPC			sp|Q561T9|OBRG_DANRE
OG0001786	sp|Q2ABP2|PGAP2_CRIGR	tr|B7PJL1|B7PJL1_IXOSC, tr|B7PJL3|B7PJL3_IXOSC, tr|L7LZ54|L7LZ54_RHIPC			sp|Q5M9A7|PGAP2_XENLA
OG0001787	sp|B5X1G3|GPHR_SALSA	tr|A0A023GNC4|A0A023GNC4_AMBTT, tr|L7LUR3|L7LUR3_RHIPC, tr|L7M8M7|L7M8M7_RHIPC			sp|B5X1G3|GPHR_SALSA
OG0001788	sp|Q80UG2|PLXA4_MOUSE	tr|B7PTP7|B7PTP7_IXOSC, tr|L7MBQ7|L7MBQ7_RHIPC		sp|B0S5N4|PLXA3_DANRE	sp|Q9HCM2|PLXA4_HUMAN
OG0001789	sp|F1QPC3|SARAF_DANRE	tr|A0A023FYM6|A0A023FYM6_AMBPA, tr|L7M0B1|L7M0B1_RHIPC, tr|L7MJN1|L7MJN1_RHIPC			sp|Q0IHF9|SARAF_XENLA
OG0001790	sp|P40239|CD9_FELCA, sp|Q8WMQ3|CD9_PIG	tr|L7MIM9|L7MIM9_RHIPC			sp|P40240|CD9_MOUSE, sp|P40241|CD9_RAT
OG0001791	sp|Q5ZID2|PDD2L_CHICK	tr|B7Q6W6|B7Q6W6_IXOSC, tr|L7LVZ3|L7LVZ3_RHIPC, tr|V5HAJ0|V5HAJ0_IXORI			sp|Q5ZID2|PDD2L_CHICK
OG0001792	sp|Q9D9K3|AVEN_MOUSE	tr|G3MKW0|G3MKW0_AMBMU, tr|L7M6T4|L7M6T4_RHIPC, tr|L7M6V8|L7M6V8_RHIPC			sp|Q9D9K3|AVEN_MOUSE
OG0001793	sp|Q95KV7|NDUAD_BOVIN	tr|L7MEF4|L7MEF4_RHIPC, tr|L7MF34|L7MF34_RHIPC		sp|Q95KV7|NDUAD_BOVIN	sp|Q95KV7|NDUAD_BOVIN
OG0001794	sp|B3MR30|PGAM5_DROAN	tr|B7QKG1|B7QKG1_IXOSC, tr|L7M5H5|L7M5H5_RHIPC		sp|B3MR30|PGAM5_DROAN	sp|Q29HG0|PGAM5_DROPS
OG0001795	sp|Q96DM1|PGBD4_HUMAN	tr|B7Q225|B7Q225_IXOSC, tr|B7QKX4|B7QKX4_IXOSC, tr|L7LVH6|L7LVH6_RHIPC, tr|L7MFN6|L7MFN6_RHIPC			
OG0001796	sp|Q10HL3|DCL2A_ORYSJ, sp|Q9SP32|DCL1_ARATH			sp|A7LFZ6|DCL4_ORYSJ	sp|Q3EBC8|DCL2_ARATH, sp|Q9SP32|DCL1_ARATH
OG0001797	sp|Q7LHG5|YI31B_YEAST, sp|Q99315|YG31B_YEAST	tr|L7MKA8|L7MKA8_RHIPC			sp|Q7LHG5|YI31B_YEAST, sp|Q99315|YG31B_YEAST
OG0001798	sp|A1L2L5|PTCD2_XENLA, sp|Q566X6|PTCD2_DANRE	tr|L7LYX6|L7LYX6_RHIPC		sp|A1L2L5|PTCD2_XENLA	sp|Q566X6|PTCD2_DANRE
OG0001799	sp|O95789|ZMYM6_HUMAN, sp|Q5SVZ6|ZMYM1_HUMAN, sp|Q8IZ13|ZBED8_HUMAN				sp|A4Z944|ZBED5_CANLF, sp|Q5SVZ6|ZMYM1_HUMAN
OG0001800	sp|O00567|NOP56_HUMAN, sp|Q3SZ63|NOP56_BOVIN	tr|L7M1R8|L7M1R8_RHIPC		sp|O00567|NOP56_HUMAN	sp|O00567|NOP56_HUMAN
OG0001801	sp|Q8TBB0|THAP6_HUMAN	tr|B7QCK8|B7QCK8_IXOSC, tr|V5H2R1|V5H2R1_IXORI, tr|V5H8E7|V5H8E7_IXORI			sp|Q8TBB0|THAP6_HUMAN
OG0001802	sp|P39806|SALM_DROVI, sp|Q9H116|GZF1_HUMAN	tr|B7QBD4|B7QBD4_IXOSC, tr|L7MG56|L7MG56_RHIPC, tr|L7MJC8|L7MJC8_RHIPC			
OG0001803	sp|Q9CU65|ZMYM2_MOUSE	tr|B7PYR4|B7PYR4_IXOSC, tr|L7M949|L7M949_RHIPC, tr|V5HAQ8|V5HAQ8_IXORI			sp|Q5VZL5|ZMYM4_HUMAN
OG0001804	sp|Q6PFR5|TRA2A_MOUSE	tr|A0A023G5S8|A0A023G5S8_AMBTT, tr|L7M5F2|L7M5F2_RHIPC		sp|P62997|TRA2B_RAT	sp|P62997|TRA2B_RAT
OG0001805	sp|Q9UPW0|FOXJ3_HUMAN	tr|A0A090X7E4|A0A090X7E4_IXORI, tr|L7MGJ3|L7MGJ3_RHIPC, tr|V5I272|V5I272_IXORI			sp|Q9UPW0|FOXJ3_HUMAN
OG0001806	sp|P49880|ECR_AEDAE	tr|L7MAT2|L7MAT2_RHIPC, tr|O44337|O44337_AMBAM, tr|O44338|O44338_AMBAM			sp|P49880|ECR_AEDAE
OG0001807	sp|Q06831|SOX4_MOUSE	tr|A0A023FQ22|A0A023FQ22_AMBCJ, tr|B7QNE2|B7QNE2_IXOSC, tr|L7M3D4|L7M3D4_RHIPC			sp|Q91731|SX11A_XENLA
OG0001808	sp|P52168|PNR_DROME, sp|P97489|GATA5_MOUSE, sp|Q0Q0E4|GATA4_CANLF	tr|D4AFX9|D4AFX9_HAELO			sp|P52168|PNR_DROME
OG0001809	sp|Q4U1U2|MAFA_XENTR, sp|Q90596|MAFK_CHICK	tr|B7Q7P7|B7Q7P7_IXOSC, tr|L7MG12|L7MG12_RHIPC			sp|O15525|MAFG_HUMAN
OG0001810	sp|Q63665|USF2_RAT	tr|B7QNG0|B7QNG0_IXOSC, tr|L7LYG0|L7LYG0_RHIPC		sp|Q63665|USF2_RAT	sp|Q63665|USF2_RAT
OG0001811	sp|P42128|FOXK1_MOUSE	tr|A0A023GML0|A0A023GML0_AMBTT, tr|B7P8G3|B7P8G3_IXOSC, tr|L7LWQ2|L7LWQ2_RHIPC, tr|L7LZU2|L7LZU2_RHIPC			
OG0001812	sp|P53569|CEBPZ_MOUSE	tr|L7M6T5|L7M6T5_RHIPC, tr|L7MMC7|L7MMC7_RHIPC		sp|P53569|CEBPZ_MOUSE	sp|P53569|CEBPZ_MOUSE
OG0001813	sp|Q9UHB6|LIMA1_HUMAN	tr|A0A023FMX1|A0A023FMX1_AMBCJ, tr|B7PU84|B7PU84_IXOSC, tr|B7QJX8|B7QJX8_IXOSC, tr|L7MEB1|L7MEB1_RHIPC			
OG0001814	sp|Q5RFJ1|ILF2_PONAB	tr|A0A023GIK4|A0A023GIK4_AMBTT, tr|L7MB29|L7MB29_RHIPC		sp|Q5RFJ1|ILF2_PONAB	sp|Q6P8G1|ILF2_XENTR
OG0001815	sp|Q3SZZ2|XBP1_BOVIN	tr|A0A023FYH6|A0A023FYH6_AMBPA, tr|F0J990|F0J990_AMBVA, tr|L7M5F4|L7M5F4_RHIPC			sp|O35426|XBP1_MOUSE
OG0001816	sp|Q6IP73|NACA_XENLA	tr|A0A023FFS4|A0A023FFS4_AMBCJ		sp|P70670|NACAM_MOUSE, sp|Q6IP73|NACA_XENLA	sp|Q8AWF2|NACA_ORENI
OG0001817	sp|Q9GPH3|ATFC_BOMMO	tr|A0A023FPB5|A0A023FPB5_AMBCJ, tr|B7PPV6|B7PPV6_IXOSC, tr|G3MQI1|G3MQI1_AMBMU			sp|Q9GPH3|ATFC_BOMMO
OG0001818	sp|Q923G2|RPAB3_MOUSE, sp|Q9M1A8|RPB8B_ARATH	tr|A0A023GEL3|A0A023GEL3_AMBTT, tr|L7M2K2|L7M2K2_RHIPC			sp|Q923G2|RPAB3_MOUSE
OG0001819	sp|O43159|RRP8_HUMAN, sp|Q7K2B0|RRP8_DROME	tr|A0A023FM21|A0A023FM21_AMBCJ, tr|L7M0R4|L7M0R4_RHIPC			sp|Q9DB85|RRP8_MOUSE
OG0001820	sp|Q0IHT3|CRTC3_XENTR, sp|Q6UUV9|CRTC1_HUMAN	tr|L7M6F7|L7M6F7_RHIPC			sp|Q157S1|CRTC1_RAT, sp|Q68ED7|CRTC1_MOUSE
OG0001821	sp|Q7KVQ0|GAR1_DROME, sp|Q7ZVE0|GAR1_DANRE	tr|L7M3J7|L7M3J7_RHIPC		sp|Q5RJV1|GAR1_XENTR	sp|Q5RJV1|GAR1_XENTR
OG0001822	sp|Q7ZVN7|MED15_DANRE	tr|A0A023GGY5|A0A023GGY5_AMBTT, tr|B7Q503|B7Q503_IXOSC, tr|L7MEL5|L7MEL5_RHIPC			sp|Q7ZVN7|MED15_DANRE
OG0001823	sp|P49869|HR38_DROME	tr|A0A023GCA2|A0A023GCA2_AMBTT, tr|B7Q4L5|B7Q4L5_IXOSC, tr|L7M6M2|L7M6M2_RHIPC			sp|P49869|HR38_DROME
OG0001824	sp|Q5R4P1|ATLA1_PONAB, sp|Q60HD2|ATLA1_MACFA				sp|Q58D72|ATLA1_BOVIN, sp|Q60HD2|ATLA1_MACFA, sp|Q8BH66|ATLA1_MOUSE
OG0001825	sp|Q6PHK6|PURB_DANRE	tr|B7PKC2|B7PKC2_IXOSC, tr|L7MFW1|L7MFW1_RHIPC		sp|Q6PHK6|PURB_DANRE	sp|Q00577|PURA_HUMAN
OG0001826	sp|Q08C72|CWC22_DANRE, sp|Q9VJ87|CWC22_DROME	tr|B7Q166|B7Q166_IXOSC, tr|L7LYA4|L7LYA4_RHIPC			sp|Q9VJ87|CWC22_DROME
OG0001827	sp|Q63627|SCAF4_RAT, sp|Q6DID3|SCAF8_MOUSE	tr|L7MBY5|L7MBY5_RHIPC, tr|V5H8M0|V5H8M0_IXORI			sp|Q6DID3|SCAF8_MOUSE
OG0001828	sp|Q62771|STA5A_RAT	tr|A0A0B4PLI3|A0A0B4PLI3_RHIMP, tr|L7LT14|L7LT14_RHIPC, tr|L7M9Q1|L7M9Q1_RHIPC			sp|Q62771|STA5A_RAT
OG0001829	sp|P46937|YAP1_HUMAN	tr|V5GZ01|V5GZ01_IXORI, tr|V5HBD0|V5HBD0_IXORI		sp|P46937|YAP1_HUMAN	sp|Q1L8J7|YAP1_DANRE
OG0001830	sp|A2BDB7|S7A6O_XENLA	tr|A0A023G1N1|A0A023G1N1_AMBPA, tr|A0A090X8H6|A0A090X8H6_IXORI, tr|B7PKX4|B7PKX4_IXOSC			sp|Q5U3I2|S7A6O_DANRE
OG0001831	sp|Q5U317|FIP1_RAT	tr|A0A023GBM7|A0A023GBM7_AMBTT, tr|L7M3Z9|L7M3Z9_RHIPC			sp|Q5XJD3|FIP1_DANRE, sp|Q9D824|FIP1_MOUSE
OG0001832	sp|Q5RIW8|MED23_DANRE	tr|A0A023FN62|A0A023FN62_AMBCJ, tr|L7M0G0|L7M0G0_RHIPC, tr|V5H470|V5H470_IXORI			sp|Q5RIW8|MED23_DANRE
OG0001833	sp|Q8JZX4|SPF45_MOUSE	tr|B7PLF8|B7PLF8_IXOSC, tr|L7M3B0|L7M3B0_RHIPC, tr|L7M3F9|L7M3F9_RHIPC			sp|Q8JZX4|SPF45_MOUSE
OG0001834	sp|Q9H1J1|REN3A_HUMAN	tr|A0A023GKT9|A0A023GKT9_AMBTT, tr|L7M147|L7M147_RHIPC			sp|B0S733|REN3A_DANRE, sp|Q9H1J1|REN3A_HUMAN
OG0001835	sp|Q8K1S5|KLF11_MOUSE	tr|A0A023GL15|A0A023GL15_AMBTT, tr|B7QC86|B7QC86_IXOSC, tr|L7M1B8|L7M1B8_RHIPC			sp|Q8K1S5|KLF11_MOUSE
OG0001836	sp|Q7PR68|MED7_ANOGA, sp|Q9GYV9|MED7_DROME	tr|A0A023GE98|A0A023GE98_AMBTT, tr|L7LRK6|L7LRK6_RHIPC			sp|Q7PR68|MED7_ANOGA
OG0001837	sp|O75478|TAD2A_HUMAN	tr|L7MAU8|L7MAU8_RHIPC, tr|V5HK90|V5HK90_IXORI			sp|O75478|TAD2A_HUMAN, sp|Q6AYE3|TAD2A_RAT
OG0001838	sp|Q05048|CSTF1_HUMAN	tr|A0A023GJZ7|A0A023GJZ7_AMBTT, tr|L7MAR6|L7MAR6_RHIPC		sp|Q05048|CSTF1_HUMAN	sp|Q05048|CSTF1_HUMAN
OG0001839	sp|Q8CCS6|PABP2_MOUSE	tr|L7MIK9|L7MIK9_RHIPC, tr|L7MJ49|L7MJ49_RHIPC		sp|Q8CCS6|PABP2_MOUSE	sp|Q7KNF2|PABP2_DROME
OG0001840	sp|Q8T6B9|PUF68_DROME	tr|A0A023GLH4|A0A023GLH4_AMBTT, tr|L7LSG1|L7LSG1_RHIPC, tr|L7MFF0|L7MFF0_RHIPC			sp|Q8T6B9|PUF68_DROME
OG0001841	sp|Q9UKZ1|CNO11_HUMAN	tr|A0A023GKC6|A0A023GKC6_AMBTT, tr|B7QNU9|B7QNU9_IXOSC, tr|G3MJI0|G3MJI0_AMBMU			sp|Q9CWN7|CNO11_MOUSE
OG0001842	sp|Q5XG24|RNP1A_XENLA, sp|Q6PG31|RNPS1_DANRE	tr|A0A023GET4|A0A023GET4_AMBTT, tr|A0A090XE49|A0A090XE49_IXORI			sp|Q3KPW1|RNP1B_XENLA
OG0001843	sp|Q10233|RPC2_SCHPO, sp|Q9NW08|RPC2_HUMAN	tr|B7Q0E7|B7Q0E7_IXOSC, tr|V5HZ76|V5HZ76_IXORI			sp|P59470|RPC2_MOUSE
OG0001844	sp|Q15637|SF01_HUMAN	tr|A0A023G4E7|A0A023G4E7_AMBTT, tr|L7LZY9|L7LZY9_RHIPC, tr|V5I5B8|V5I5B8_IXORI			sp|Q15637|SF01_HUMAN
OG0001845	sp|Q86YP4|P66A_HUMAN, sp|Q8WXI9|P66B_HUMAN	tr|B7P8N2|B7P8N2_IXOSC, tr|L7LYR5|L7LYR5_RHIPC			sp|Q8WXI9|P66B_HUMAN
OG0001846	sp|Q29099|PTBP1_PIG	tr|L7MA87|L7MA87_RHIPC		sp|P26599|PTBP1_HUMAN	sp|Q29099|PTBP1_PIG, sp|Q66H20|PTBP2_RAT
OG0001847	sp|Q174D3|MED19_AEDAE	tr|G3MLK0|G3MLK0_AMBMU, tr|L7M5E8|L7M5E8_RHIPC, tr|V5IFU8|V5IFU8_IXORI			sp|Q174D3|MED19_AEDAE
OG0001848	sp|Q5ZJC8|MTEF3_CHICK	tr|B7PIF7|B7PIF7_IXOSC, tr|L7LRD7|L7LRD7_RHIPC, tr|L7M8L8|L7M8L8_RHIPC			sp|Q8R3J4|MTEF3_MOUSE
OG0001849	sp|Q15269|PWP2_HUMAN	tr|A0A023GG76|A0A023GG76_AMBTT, tr|L7MDA9|L7MDA9_RHIPC			sp|Q5RFQ3|PWP2_PONAB, sp|Q8BU03|PWP2_MOUSE
OG0001850	sp|Q7ZVV1|ERCC3_DANRE	tr|A0A023FMB8|A0A023FMB8_AMBCJ, tr|A0A023GNT1|A0A023GNT1_AMBTT, tr|L7MF25|L7MF25_RHIPC			sp|Q4G005|ERCC3_RAT
OG0001851	sp|Q92541|RTF1_HUMAN	tr|A0A023GK25|A0A023GK25_AMBTT, tr|B7PMQ2|B7PMQ2_IXOSC, tr|L7M927|L7M927_RHIPC			sp|Q92541|RTF1_HUMAN
OG0001852	sp|Q9NX58|LYAR_HUMAN	tr|A0A023FV64|A0A023FV64_AMBPA, tr|L7M4C7|L7M4C7_RHIPC, tr|L7MKM7|L7MKM7_RHIPC			sp|Q08288|LYAR_MOUSE
OG0001853	sp|Q9UNX4|WDR3_HUMAN	tr|A0A023GLZ3|A0A023GLZ3_AMBTT, tr|B7QI46|B7QI46_IXOSC, tr|L7M9D9|L7M9D9_RHIPC			sp|Q9UNX4|WDR3_HUMAN
OG0001854	sp|Q9VCP0|ELOA1_DROME	tr|B7PRF9|B7PRF9_IXOSC, tr|F0J9P5|F0J9P5_AMBVA, tr|L7M8Q0|L7M8Q0_RHIPC			sp|Q8CB77|ELOA1_MOUSE
OG0001855	sp|Q9DB96|NGDN_MOUSE	tr|A0A023FIV3|A0A023FIV3_AMBCJ, tr|A0A023FSA5|A0A023FSA5_AMBPA, tr|A0A023GGS6|A0A023GGS6_AMBTT			sp|Q2KII6|NGDN_BOVIN
OG0001856	sp|Q5M7P5|NOL6_XENTR	tr|A0A090XCJ0|A0A090XCJ0_IXORI, tr|B7QAN8|B7QAN8_IXOSC, tr|V5H4H9|V5H4H9_IXORI			sp|Q5M7P5|NOL6_XENTR
OG0001857	sp|Q99PK0|SYF1_RAT	tr|B7QIT4|B7QIT4_IXOSC, tr|L7M4U9|L7M4U9_RHIPC, tr|L7MKR4|L7MKR4_RHIPC			sp|Q9DCD2|SYF1_MOUSE
OG0001858	sp|A2AIV2|VIR_MOUSE	tr|B7PJX9|B7PJX9_IXOSC, tr|L7LWS1|L7LWS1_RHIPC, tr|V5H8E0|V5H8E0_IXORI			sp|A2AIV2|VIR_MOUSE
OG0001859	sp|Q7ZY47|DDX42_XENLA	tr|L7M9L7|L7M9L7_RHIPC		sp|O22907|RH24_ARATH, sp|Q7ZY47|DDX42_XENLA	sp|Q7ZY47|DDX42_XENLA
OG0001860	sp|Q6PJT7|ZC3HE_HUMAN	tr|A0A023GC46|A0A023GC46_AMBTT, tr|B7PPW6|B7PPW6_IXOSC, tr|L7LYY8|L7LYY8_RHIPC			sp|Q8BJ05|ZC3HE_MOUSE
OG0001861	sp|Q63396|TCP4_RAT	tr|A0A023GDN4|A0A023GDN4_AMBTT, tr|L7M357|L7M357_RHIPC		sp|Q5ZK63|TCP4_CHICK	sp|Q5ZK63|TCP4_CHICK
OG0001862	sp|Q8NFC6|BD1L1_HUMAN	tr|A0A023G4M4|A0A023G4M4_AMBTT, tr|B7QDF0|B7QDF0_IXOSC, tr|L7M630|L7M630_RHIPC			sp|Q5SQY2|BOD1_MOUSE
OG0001863	sp|Q99459|CDC5L_HUMAN	tr|L7M722|L7M722_RHIPC, tr|L7MBA7|L7MBA7_RHIPC		sp|O08837|CDC5L_RAT	sp|O08837|CDC5L_RAT
OG0001864	sp|O75643|U520_HUMAN	tr|A0A023GME8|A0A023GME8_AMBTT, tr|L7M5R0|L7M5R0_RHIPC		sp|O75643|U520_HUMAN	sp|O75643|U520_HUMAN
OG0001865	sp|Q2KJJ5|TBL3_BOVIN	tr|A0A023FLM7|A0A023FLM7_AMBCJ, tr|A0A023GM38|A0A023GM38_AMBTT, tr|L7ME14|L7ME14_RHIPC			sp|Q8C4J7|TBL3_MOUSE
OG0001866	sp|Q3SZM1|MK67I_BOVIN	tr|A0A023FC96|A0A023FC96_AMBCJ, tr|G3MJ12|G3MJ12_AMBMU		sp|Q3SZM1|MK67I_BOVIN	sp|Q6GL69|MK67I_XENTR
OG0001867	sp|Q80U49|C170B_MOUSE	tr|B7Q7N2|B7Q7N2_IXOSC, tr|L7MER3|L7MER3_RHIPC, tr|L7MF49|L7MF49_RHIPC			sp|Q5SW79|CE170_HUMAN
OG0001868	sp|P12981|JUN_COTJA	tr|A0A023FK53|A0A023FK53_AMBCJ, tr|B7P3R2|B7P3R2_IXOSC, tr|L7LZN3|L7LZN3_RHIPC			sp|P18870|JUN_CHICK
OG0001869	sp|Q86V81|THOC4_HUMAN	tr|A0A023GHL9|A0A023GHL9_AMBTT, tr|L7LZL3|L7LZL3_RHIPC		sp|Q86V81|THOC4_HUMAN	sp|Q9JJW6|ALRF2_MOUSE
OG0001870	sp|Q9EPU0|RENT1_MOUSE	tr|A0A023GM22|A0A023GM22_AMBTT, tr|L7M5Y4|L7M5Y4_RHIPC		sp|Q9EPU0|RENT1_MOUSE	sp|Q9EPU0|RENT1_MOUSE
OG0001871	sp|Q13435|SF3B2_HUMAN	tr|A0A023GCY3|A0A023GCY3_AMBTT, tr|L7LUK1|L7LUK1_RHIPC, tr|L7MD04|L7MD04_RHIPC			sp|Q13435|SF3B2_HUMAN
OG0001872	sp|Q9BUQ8|DDX23_HUMAN	tr|A0A023GLU2|A0A023GLU2_AMBTT, tr|L7M514|L7M514_RHIPC		sp|Q9BUQ8|DDX23_HUMAN	sp|Q9BUQ8|DDX23_HUMAN
OG0001873	sp|Q9UMS4|PRP19_HUMAN	tr|A0A023GKT6|A0A023GKT6_AMBTT, tr|L7M8G5|L7M8G5_RHIPC		sp|Q9UMS4|PRP19_HUMAN	sp|Q9UMS4|PRP19_HUMAN
OG0001874	sp|Q9NVP1|DDX18_HUMAN	tr|L7M567|L7M567_RHIPC, tr|L7MKE2|L7MKE2_RHIPC			sp|Q8K363|DDX18_MOUSE, sp|Q9VD51|DDX18_DROME
OG0001875	sp|Q16U49|MED14_AEDAE	tr|B7P855|B7P855_IXOSC, tr|L7LYI1|L7LYI1_RHIPC, tr|V5HUN7|V5HUN7_IXORI			sp|Q16U49|MED14_AEDAE
OG0001876	sp|Q8R081|HNRPL_MOUSE	tr|A0A023GFC8|A0A023GFC8_AMBTT, tr|L7MGY9|L7MGY9_RHIPC		sp|F1LQ48|HNRPL_RAT	sp|F1LQ48|HNRPL_RAT
OG0001877	sp|Q3UXZ9|KDM5A_MOUSE	tr|A0A023GMD3|A0A023GMD3_AMBTT, tr|L7MJB8|L7MJB8_RHIPC, tr|V5HZJ2|V5HZJ2_IXORI			sp|P29375|KDM5A_HUMAN
OG0001878	sp|Q5XGY1|TSR1_XENLA	tr|A0A023GP37|A0A023GP37_AMBTT, tr|G3MHF6|G3MHF6_AMBMU		sp|Q5XGY1|TSR1_XENLA	sp|Q5XGY1|TSR1_XENLA
OG0001879	sp|Q689Z5|SBNO1_MOUSE	tr|A0A023GMD4|A0A023GMD4_AMBTT, tr|L7M738|L7M738_RHIPC		sp|A3KN83|SBNO1_HUMAN	sp|A3KN83|SBNO1_HUMAN
OG0001880	sp|Q5REU4|SND1_PONAB	tr|A0A023FLA3|A0A023FLA3_AMBCJ, tr|A0A023G023|A0A023G023_AMBPA		sp|Q5REU4|SND1_PONAB	sp|Q7KZF4|SND1_HUMAN
OG0001881	sp|O60506|HNRPQ_HUMAN	tr|L7M073|L7M073_RHIPC, tr|V5IFA4|V5IFA4_IXORI		sp|O60506|HNRPQ_HUMAN	sp|O60506|HNRPQ_HUMAN
OG0001882	sp|A6QLS2|RSRC2_BOVIN	tr|B7QMW2|B7QMW2_IXOSC, tr|L7LYJ6|L7LYJ6_RHIPC, tr|V5H9J6|V5H9J6_IXORI			sp|Q5XHJ5|RSRC2_XENTR
OG0001883	sp|D3Z5L6|S18B1_MOUSE, sp|Q6NT16|S18B1_HUMAN	tr|B7QMP4|B7QMP4_IXOSC			sp|D3Z5L6|S18B1_MOUSE, sp|Q6NT16|S18B1_HUMAN
OG0001884	sp|Q60738|ZNT1_MOUSE, sp|Q62720|ZNT1_RAT	tr|A0A023GN52|A0A023GN52_AMBTT, tr|L7M3H8|L7M3H8_RHIPC			sp|Q4R6K2|ZNT1_MACFA
OG0001885	sp|D4ABP9|FBX3_RAT	tr|A0A090X924|A0A090X924_IXORI, tr|B7Q9Q9|B7Q9Q9_IXOSC, tr|L7M5I8|L7M5I8_RHIPC			sp|A6H7H7|FBX3_BOVIN
OG0001886	sp|Q9Y1A3|TIM8_DROME	tr|B7PYT8|B7PYT8_IXOSC, tr|L7M332|L7M332_RHIPC		sp|Q9Y1A3|TIM8_DROME	sp|Q9Y1A3|TIM8_DROME
OG0001887	sp|Q7ZYD5|SCMC2_XENLA	tr|B7QIT2|B7QIT2_IXOSC, tr|L7M239|L7M239_RHIPC, tr|L7M7A9|L7M7A9_RHIPC			sp|Q7ZYD5|SCMC2_XENLA
OG0001888	sp|B0WEV5|ASNA_CULQU	tr|A0A023GL35|A0A023GL35_AMBTT, tr|L7LUY1|L7LUY1_RHIPC		sp|B0WEV5|ASNA_CULQU	sp|B0WEV5|ASNA_CULQU
OG0001889	sp|Q6DFM9|TOM20_XENTR	tr|A0A023FH75|A0A023FH75_AMBCJ, tr|G3MKW2|G3MKW2_AMBMU		sp|Q62760|TOM20_RAT	sp|Q6DFM9|TOM20_XENTR
OG0001890	sp|Q8WQA4|EXC4_CAEEL	tr|A0A023GA12|A0A023GA12_AMBTT, tr|L7M5K4|L7M5K4_RHIPC		sp|Q8WQA4|EXC4_CAEEL	sp|Q8WQA4|EXC4_CAEEL
OG0001891	sp|Q5RFH0|ATP5L_PONAB	tr|A0A023FGC0|A0A023FGC0_AMBCJ, tr|A0A023FVZ4|A0A023FVZ4_AMBPA, tr|L7M5S8|L7M5S8_RHIPC			sp|Q5RFH0|ATP5L_PONAB
