Uniprot ID,Cluster ID
A0A023GIJ3,UniRef90_A0A023GIJ3
A0A023GIJ4,UniRef90_B7P142
A0A023GIJ6,UniRef90_G3MNI4
A0A023GIJ8,UniRef90_B7Q2L3
A0A023GIJ9,UniRef90_A0A023GIT0
A0A023GIK1,UniRef90_G3MLL5
A0A023GIK3,UniRef90_G3MFY1
A0A023GIK4,UniRef90_G3MKV7
A0A023GIL4,UniRef90_A0A023GIL4
A0A023GIL6,UniRef90_A0A023GIL6
A0A023GIL9,UniRef90_G3MQ23
A0A023GIM2,UniRef90_B7PB60
A0A023GIM4,UniRef90_A0A023GIM4
A0A023GIN0,UniRef90_A0A023GIN0
A0A023GIN6,UniRef90_A0A023GIN6
A0A023GIN8,UniRef90_A0A023GIN8
A0A023GIP0,UniRef90_A0A023GPG6
A0A023GIP1,UniRef90_B7QH45
A0A023GIP3,UniRef90_G3MS57
A0A023GIP7,UniRef90_F0J9W5
A0A023GIQ2,UniRef90_A0A023FUE1
A0A023GIQ3,UniRef90_G3MGW3
A0A023GIQ4,UniRef90_G3MQ99
A0A023GIQ6,UniRef90_B7PZS2
A0A023GIQ8,UniRef90_G3ML45
A0A023GIR0,UniRef90_V5HYK0
A0A023GIR4,UniRef90_A0A023GIR4
A0A023GIR6,UniRef90_A0A023GIR6
A0A023GIS3,UniRef90_B7PQK0
A0A023GIS5,UniRef90_A0A023FZ01
A0A023GIS6,UniRef90_G3MKM3
A0A023GIS9,UniRef90_L7M6M4
A0A023GIT2,UniRef90_A0A023FF55
A0A023GIT8,UniRef90_Q4R0Q1
A0A023GIU0,UniRef90_G3MLR2
A0A023GIU2,UniRef90_G3MLA1
A0A023GIU9,UniRef90_G3MLW8
A0A023GIV0,UniRef90_B7P6H0
A0A023GIV4,UniRef90_A0A023GIV4
A0A023GIV9,UniRef90_A0A023GIV9
A0A023GIW0,UniRef90_A0A023FWW4
A0A023GIW3,UniRef90_G3MFT9
A0A023GIW4,UniRef90_A0A023FX11
A0A023GIX8,UniRef90_A0A023GIX8
A0A023GIY6,UniRef90_D3PJV2
A0A023GIY8,UniRef90_B7P2I3
A0A023GIZ3,UniRef90_G3MSE2
A0A023GIZ7,UniRef90_G3MSR7
A0A023GJ01,UniRef90_A0A023GJ01
A0A023GJ05,UniRef90_G3MMC1
A0A023GJ07,UniRef90_A0A023GJ07
A0A023GJ09,UniRef90_A0A023GJ09
A0A023GJ11,UniRef90_A0A023GJ11
A0A023GJ14,UniRef90_A0A023GJ14
A0A023GJ17,UniRef90_L7M5S9
A0A023GJ22,UniRef90_A0A023GJ22
A0A023GJ25,UniRef90_A0A023GJ25
A0A023GJ29,UniRef90_A0A023GJ29
A0A023GJ30,UniRef90_B7P283
A0A023GJ32,UniRef90_B7QKS6
A0A023GJ40,UniRef90_A0A023FWU3
A0A023GJ41,UniRef90_G3MM33
A0A023GJ43,UniRef90_B7Q2D9
A0A023GJ44,UniRef90_A0A023GJ44
A0A023GJ51,UniRef90_A0A023GJ51
A0A023GJ58,UniRef90_L7M4B7
A0A023GJ61,UniRef90_V5HR58
A0A023GJ62,UniRef90_A0A023GJ62
A0A023GJ63,UniRef90_A0A023FZ41
A0A023GJ74,UniRef90_A0A023GJ74
A0A023GJ76,UniRef90_A0A023GJ76
A0A023GJ85,UniRef90_A0A023GJ85
A0A023GJ86,UniRef90_A0A023GJ86
A0A023GJ89,UniRef90_G3MJY5
A0A023GJ92,UniRef90_B7PNE9
A0A023GJ95,UniRef90_A0A023GJ95
A0A023GJ99,UniRef90_L7M6K3
A0A023GJA0,UniRef90_B7P8F8
A0A023GJA3,UniRef90_A0A023GJA3
A0A023GJA4,UniRef90_G3MKJ1
A0A023GJA7,UniRef90_A0A023GJA7
A0A023GJB0,UniRef90_A0A023GJB0
A0A023GJB1,UniRef90_A0A023GJB1
A0A023GJB6,UniRef90_A0A023GJB6
A0A023GJC1,UniRef90_A0A023GJC1
A0A023GJC3,UniRef90_A0A023FIS7
A0A023GJC4,UniRef90_P10987
A0A023GJC8,UniRef90_B7QDE8
A0A023GJC9,UniRef90_A0A023FWW5
A0A023GJD1,UniRef90_L7MB26
A0A023GJD6,UniRef90_G3MGI4
A0A023GJD9,UniRef90_A0A023GJD9
A0A023GJE0,UniRef90_A0A023FGY2
A0A023GJE4,UniRef90_A0A023GJE4
A0A023GJE8,UniRef90_A0A023GJE8
A0A023GJF3,UniRef90_A0A023GJF3
A0A023GJG1,UniRef90_A0A023GJG1
A0A023GJG2,UniRef90_L7M1B7
A0A023GJG5,UniRef90_A0A023GJG5
A0A023GJG6,UniRef90_G3MGY2
A0A023GJH1,UniRef90_A0A023GJH1
A0A023GJH6,UniRef90_A0A023GJN1
A0A023GJH7,UniRef90_A0A023GJH7
A0A023GJH8,UniRef90_G3MP51
A0A023GJI1,UniRef90_Q9V3V6
A0A023GJI3,UniRef90_A0A023GJI3
A0A023GJI8,UniRef90_A0A023FKD6
A0A023GJJ0,UniRef90_Q27438
A0A023GJJ2,UniRef90_B7PXK2
A0A023GJJ4,UniRef90_A0A023FVI1
A0A023GJJ6,UniRef90_A0A023GJJ6
A0A023GJK1,UniRef90_G3MRX0
A0A023GJK5,UniRef90_G3MJW8
A0A023GJL0,UniRef90_A0A023GJL0
A0A023GJL1,UniRef90_A0A023FLA7
A0A023GJL3,UniRef90_A0A023GJL3
A0A023GJM1,UniRef90_A0A023FVS6
A0A023GJM9,UniRef90_A0A023GJM9
A0A023GJN4,UniRef90_G3MQ20
A0A023GJN6,UniRef90_G3MSG1
A0A023GJN9,UniRef90_A0A023GJN9
A0A023GJP1,UniRef90_L7MB00
A0A023GJP4,UniRef90_A0A023GJP4
A0A023GJP5,UniRef90_G3MST6
A0A023GJP7,UniRef90_A0A023GJP7
A0A023GJP8,UniRef90_A0A023GJP8
A0A023GJP9,UniRef90_A0A023FLI5
A0A023GJQ0,UniRef90_G3MM60
A0A023GJQ2,UniRef90_A0A023GJQ2
A0A023GJQ3,UniRef90_A0A023FH31
A0A023GJQ5,UniRef90_A0A023GNL6
A0A023GJR2,UniRef90_A0A023GJR2
A0A023GJR6,UniRef90_G3MMG0
A0A023GJS1,UniRef90_G3MHG5
A0A023GJS8,UniRef90_A0A023NKT2
A0A023GJT0,UniRef90_G3MQQ3
A0A023GJT2,UniRef90_A0A023FWW0
A0A023GJT3,UniRef90_B7P5C4
A0A023GJT4,UniRef90_G3MR44
A0A023GJT5,UniRef90_A0A023GJT5
A0A023GJT6,UniRef90_B7PS00
A0A023GJT7,UniRef90_G3MKE8
A0A023GJU2,UniRef90_A0A023GJU2
A0A023GJU8,UniRef90_G3MPS2
A0A023GJV3,UniRef90_G3MQR8
A0A023GJV4,UniRef90_A0A023GJV4
A0A023GJV5,UniRef90_L7MIX2
A0A023GJV8,UniRef90_A0A023GJV8
A0A023GJY0,UniRef90_G3MMH8
A0A023GJY2,UniRef90_G3MHY8
A0A023GJY4,UniRef90_A0A023GMV3
A0A023GJY7,UniRef90_Q4PMB2
A0A023GJZ4,UniRef90_A0A023GJZ4
A0A023GJZ7,UniRef90_G3MM06
A0A023GJZ8,UniRef90_Q24572
A0A023GK02,UniRef90_A0A023GK02
A0A023GK04,UniRef90_L7M8S2
A0A023GK06,UniRef90_B7Q2N1
A0A023GK10,UniRef90_A0A023GK10
A0A023GK13,UniRef90_G3MM94
A0A023GK17,UniRef90_O62530
A0A023GK19,UniRef90_L7MAQ9
A0A023GK21,UniRef90_A0A023GK21
A0A023GK22,UniRef90_A0A023GK22
A0A023GK24,UniRef90_G3ML78
A0A023GK25,UniRef90_A0A023FZV0
A0A023GK29,UniRef90_A0A023GK29
A0A023GK34,UniRef90_A0A023GK34
A0A023GK39,UniRef90_A0A023GK39
A0A023GK42,UniRef90_L7M575
A0A023GK50,UniRef90_Q23939
A0A023GK53,UniRef90_L7M8Q1
A0A023GK55,UniRef90_A0A023GK55
A0A023GK58,UniRef90_A0A023GK58
A0A023GK59,UniRef90_Q9BVA1
A0A023GK64,UniRef90_A0A023GK64
A0A023GK68,UniRef90_A0A023GK68
A0A023GK69,UniRef90_Q9BVA1
A0A023GK70,UniRef90_G3MK45
A0A023GK71,UniRef90_A0A023GK71
A0A023GK74,UniRef90_A0A023GK74
A0A023GK77,UniRef90_A0A023GK77
A0A023GK79,UniRef90_A0A023GK79
A0A023GK87,UniRef90_L7LT09
A0A023GK88,UniRef90_A0A023GK88
A0A023GK91,UniRef90_A0A023GK91
A0A023GK92,UniRef90_G3MPU5
A0A023GK93,UniRef90_L7M866
A0A023GK94,UniRef90_A0A023FYD6
A0A023GK97,UniRef90_A0A023GK97
A0A023GKA2,UniRef90_A0A023GKA2
A0A023GKA3,UniRef90_A0A023GKA3
A0A023GKA5,UniRef90_Q9BVA1
A0A023GKA6,UniRef90_A0A023GKA6
A0A023GKB4,UniRef90_A0A023GKB4
A0A023GKB5,UniRef90_G3MKU5
A0A023GKB6,UniRef90_A0A023GKB6
A0A023GKB7,UniRef90_A0A023FZT6
A0A023GKB8,UniRef90_A0A023GKB8
A0A023GKC5,UniRef90_G3MK20
A0A023GKC6,UniRef90_A0A023GKC6
A0A023GKD2,UniRef90_A0A023GKD2
A0A023GKD4,UniRef90_G3MIR3
A0A023GKD5,UniRef90_G3MGK6
A0A023GKD7,UniRef90_A0A023GKD7
A0A023GKE0,UniRef90_A0A023GKE0
A0A023GKE6,UniRef90_A0A023GKE6
A0A023GKE9,UniRef90_A0A023GKE9
A0A023GKF0,UniRef90_G3MLP9
A0A023GKF5,UniRef90_A0A023GKF5
A0A023GKF7,UniRef90_G3MIQ6
A0A023GKG8,UniRef90_G3MQL0
A0A023GKH1,UniRef90_L7M170
A0A023GKH3,UniRef90_A0A023GKH3
A0A023GKH9,UniRef90_Q4PMB2
A0A023GKI0,UniRef90_A0A023GKI0
A0A023GKI1,UniRef90_A0A023FMI0
A0A023GKI2,UniRef90_B7P274
A0A023GKI4,UniRef90_L7MAG1
A0A023GKI6,UniRef90_A0A023FVC9
A0A023GKI8,UniRef90_A0A023GKI8
A0A023GKJ8,UniRef90_A0A023GKJ8
A0A023GKK1,UniRef90_L7M0J0
A0A023GKK4,UniRef90_A0A023GKK4
A0A023GKK6,UniRef90_A0A023GKK6
A0A023GKL1,UniRef90_G3MLM9
A0A023GKM3,UniRef90_G3MT70
A0A023GKM4,UniRef90_A0A023GKM4
A0A023GKM8,UniRef90_L7M0L6
A0A023GKN1,UniRef90_A0A023GKN1
A0A023GKN5,UniRef90_G3MSI7
A0A023GKN6,UniRef90_A0A023GKN6
A0A023GKN8,UniRef90_G3MNU7
A0A023GKP2,UniRef90_G3MHB5
A0A023GKP7,UniRef90_B7QIF6
A0A023GKQ0,UniRef90_A0A023GCU6
A0A023GKQ3,UniRef90_A0A023GKQ3
A0A023GKQ6,UniRef90_A0A023GKQ6
A0A023GKQ9,UniRef90_G3MLU4
A0A023GKR2,UniRef90_A0A023GKR2
A0A023GKR7,UniRef90_L7M294
A0A023GKR8,UniRef90_A0A023GKR8
A0A023GKS0,UniRef90_A0A023GKS0
A0A023GKS1,UniRef90_A0A023GKS1
A0A023GKS3,UniRef90_A0A023GKS3
A0A023GKT1,UniRef90_B7Q2X9
A0A023GKT2,UniRef90_A0A023GKT2
A0A023GKT3,UniRef90_A0A023G066
A0A023GKT5,UniRef90_G3MIH0
A0A023GKT6,UniRef90_G3MM86
A0A023GKT9,UniRef90_A0A023GKT9
A0A023GKU2,UniRef90_B7Q573
A0A023GKU5,UniRef90_A0A023GKU5
A0A023GKU6,UniRef90_A0A023FDH3
A0A023GKU7,UniRef90_G3MMF2
A0A023GKU9,UniRef90_A0A023GKU9
A0A023GKV0,UniRef90_L7M3M4
A0A023GKV1,UniRef90_L7MAG2
A0A023GKV5,UniRef90_G3MK89
A0A023GKV6,UniRef90_A0A023GKV6
A0A023GKV7,UniRef90_A0A023GKV7
A0A023GKV8,UniRef90_A0A023GKV8
A0A023GKV9,UniRef90_A0A023GKV9
A0A023GKW0,UniRef90_A0A023GKW0
A0A023GKW1,UniRef90_A0A023GKW1
A0A023GKW2,UniRef90_G3MK15
A0A023GKW3,UniRef90_G3MPK5
A0A023GKW6,UniRef90_A0A023GKW6
A0A023GKW7,UniRef90_A0A023GKW7
A0A023GKW9,UniRef90_A0A023GKW9
A0A023GKX0,UniRef90_A0A023GKX0
A0A023GKX1,UniRef90_F7AH70
A0A023GKX3,UniRef90_A0A023GKX3
A0A023GKX4,UniRef90_A0A023GKX4
A0A023GKY0,UniRef90_L7M5U4
A0A023GKY1,UniRef90_B7PBY6
A0A023GKY3,UniRef90_G3MQN1
A0A023GKY4,UniRef90_P17343
A0A023GKY5,UniRef90_L7M765
A0A023GKY7,UniRef90_A0A023GKY7
A0A023GKY8,UniRef90_A0A023FMR1
A0A023GKZ0,UniRef90_A0A023GKZ0
A0A023GKZ1,UniRef90_L7M3M0
A0A023GKZ4,UniRef90_A0A023GKZ4
A0A023GKZ5,UniRef90_B7QKW6
A0A023GKZ6,UniRef90_A0A023GKZ6
A0A023GKZ8,UniRef90_A0A023GKZ8
A0A023GL01,UniRef90_G3MQ31
A0A023GL02,UniRef90_A0A023GL02
A0A023GL04,UniRef90_B7P1M7
A0A023GL13,UniRef90_A0A023GL13
A0A023GL14,UniRef90_A0A023GL14
A0A023GL15,UniRef90_A0A023GL15
A0A023GL21,UniRef90_A0A023GL21
A0A023GL22,UniRef90_A0A023GL22
A0A023GL24,UniRef90_A0A023GL24
A0A023GL31,UniRef90_A0A023GL31
A0A023GL32,UniRef90_A0A023GL32
A0A023GL34,UniRef90_L7LTY7
A0A023GL35,UniRef90_G3MP94
A0A023GL38,UniRef90_G3MNK5
A0A023GL40,UniRef90_L7MJE1
A0A023GL44,UniRef90_G3MF19
A0A023GL45,UniRef90_A0A023GL45
A0A023GL47,UniRef90_A0A023GL47
A0A023GL56,UniRef90_A0A023GL56
A0A023GL58,UniRef90_A0A023GL58
A0A023GL59,UniRef90_A0A023FXQ3
A0A023GL61,UniRef90_B7P592
A0A023GL62,UniRef90_A0A023GL62
A0A023GL65,UniRef90_A0A023GL65
A0A023GL67,UniRef90_A0A023GL67
A0A023GL69,UniRef90_A0A023FXR0
A0A023GL76,UniRef90_L7M7E3
A0A023GL77,UniRef90_A0A023GL77
A0A023GL82,UniRef90_A0A023GL82
A0A023GL83,UniRef90_A0A023FKI4
A0A023GL92,UniRef90_A0A023GL92
A0A023GL94,UniRef90_A0A088A299
A0A023GL95,UniRef90_G3MTN6
A0A023GL99,UniRef90_G3MM22
A0A023GLA0,UniRef90_A0A023GLA0
A0A023GLA2,UniRef90_G3ML81
A0A023GLA8,UniRef90_S4PRF2
A0A023GLA9,UniRef90_A0A023GLA9
A0A023GLB7,UniRef90_A0A023GLB7
A0A023GLB8,UniRef90_A0A023GLB8
A0A023GLC4,UniRef90_G3MNR1
A0A023GLC7,UniRef90_L7LSF4
A0A023GLD1,UniRef90_G3MLV2
A0A023GLD2,UniRef90_A0A023GLD2
A0A023GLD3,UniRef90_A0A023GLD3
A0A023GLD4,UniRef90_G3MPW0
A0A023GLE1,UniRef90_A0A023GLE1
A0A023GLE3,UniRef90_A0A023GLE3
A0A023GLE4,UniRef90_L7MKK5
A0A023GLE5,UniRef90_A0A023GLE5
A0A023GLE7,UniRef90_B7P3K6
A0A023GLF2,UniRef90_A0A023GLF2
A0A023GLF4,UniRef90_A0A023GLF4
A0A023GLF5,UniRef90_A0A023FKR0
A0A023GLF6,UniRef90_B7Q8U4
A0A023GLG2,UniRef90_B7PAI1
A0A023GLG4,UniRef90_A0A023GLG4
A0A023GLG7,UniRef90_A0A023GLG7
A0A023GLH3,UniRef90_A0A023GLH3
A0A023GLH4,UniRef90_G3MKM6
A0A023GLH9,UniRef90_A0A023GLH9
A0A023GLI0,UniRef90_A0A023GLI0
A0A023GLI5,UniRef90_L7MA23
A0A023GLI9,UniRef90_L7M7Q5
A0A023GLJ0,UniRef90_A0A023GLJ0
A0A023GLJ1,UniRef90_Q5I085
A0A023GLJ8,UniRef90_A0A023G030
A0A023GLJ9,UniRef90_G3MLT9
A0A023GLK1,UniRef90_A0A023GLK1
A0A023GLK2,UniRef90_L7LXL0
A0A023GLK5,UniRef90_B7PQ07
A0A023GLK6,UniRef90_A0A023FP85
A0A023GLK8,UniRef90_G3MNC1
A0A023GLK9,UniRef90_A0A023GLK9
A0A023GLL0,UniRef90_A0A023GLL0
A0A023GLL1,UniRef90_A0A023GLL1
A0A023GLL2,UniRef90_G3ML72
A0A023GLL4,UniRef90_G3MRF0
A0A023GLM0,UniRef90_A0A023GLM0
A0A023GLM1,UniRef90_G3MQB6
A0A023GLM5,UniRef90_A0A023GLM5
A0A023GLM9,UniRef90_A0A023GLM9
A0A023GLN0,UniRef90_A0A023GLN0
A0A023GLN1,UniRef90_L7M7A3
A0A023GLN2,UniRef90_G3MPQ3
A0A023GLN7,UniRef90_A0A023GLN7
A0A023GLN8,UniRef90_G3MJM3
A0A023GLP2,UniRef90_A0A023GLP2
A0A023GLP3,UniRef90_A0A023GLP3
A0A023GLP4,UniRef90_A0A023GLP4
A0A023GLP5,UniRef90_G3MK85
A0A023GLP7,UniRef90_A0A023GLP7
A0A023GLP9,UniRef90_K0JBJ2
A0A023GLQ0,UniRef90_A0A023FNW2
A0A023GLQ3,UniRef90_A0A023GLQ3
A0A023GLQ4,UniRef90_A0A023FWN4
A0A023GLQ5,UniRef90_L7MKZ5
A0A023GLQ7,UniRef90_G3MGX1
A0A023GLQ8,UniRef90_A0A023GLQ8
A0A023GLR0,UniRef90_A0A023GM11
A0A023GLR5,UniRef90_A0A023GLR5
A0A023GLR7,UniRef90_A0A023GLR7
A0A023GLR8,UniRef90_G3MMA9
A0A023GLR9,UniRef90_A0A023GLR9
A0A023GLS0,UniRef90_B7PP10
A0A023GLS1,UniRef90_G3MK28
A0A023GLS5,UniRef90_A0A023GLS5
A0A023GLS7,UniRef90_G3MK99
A0A023GLT1,UniRef90_A0A023GLT1
A0A023GLT2,UniRef90_A0A023GLT2
A0A023GLT8,UniRef90_A0A023GLT8
A0A023GLU1,UniRef90_A0A023GLU1
A0A023GLU2,UniRef90_L7M514
A0A023GLU3,UniRef90_A0A023GLU3
A0A023GLU4,UniRef90_G3MP23
A0A023GLU6,UniRef90_L7MH28
A0A023GLU8,UniRef90_A0A023GLU8
A0A023GLU9,UniRef90_A0A023GLU9
A0A023GLV1,UniRef90_A0A023FWY4
A0A023GLV2,UniRef90_G3MQM4
A0A023GLV4,UniRef90_A0A023GLV4
A0A023GLV5,UniRef90_A0A023GLV5
A0A023GLV7,UniRef90_G3MQV0
A0A023GLV8,UniRef90_G3MRG2
A0A023GLV9,UniRef90_V5HJU8
A0A023GLW0,UniRef90_A0A023GLW0
A0A023GLW1,UniRef90_A2V728
A0A023GLW2,UniRef90_Q9VHS8
A0A023GLW3,UniRef90_L7M8P2
A0A023GLW4,UniRef90_G3MKP6
A0A023GLW7,UniRef90_L7ML64
A0A023GLW8,UniRef90_A0A023GLW8
A0A023GLW9,UniRef90_A0A023GLW9
A0A023GLX1,UniRef90_A0A023GLX1
A0A023GLX2,UniRef90_L7M2I7
A0A023GLX4,UniRef90_A0A023GLX4
A0A023GLX6,UniRef90_A0A023GLX6
A0A023GLX8,UniRef90_A0A023GLX8
A0A023GLY2,UniRef90_B7PBI2
A0A023GLY4,UniRef90_A0A023GLY4
A0A023GLZ1,UniRef90_L7M9P7
A0A023GLZ3,UniRef90_A0A023GLZ3
A0A023GLZ4,UniRef90_G3MLU7
A0A023GLZ7,UniRef90_L7M6E0
A0A023GLZ8,UniRef90_A0A023GLZ8
A0A023GLZ9,UniRef90_A0A023GLZ9
A0A023GM02,UniRef90_A0A023GM02
A0A023GM03,UniRef90_A0A023GM03
A0A023GM05,UniRef90_G3MR98
A0A023GM06,UniRef90_A0A023GHD3
A0A023GM07,UniRef90_A0A023GM07
A0A023GM08,UniRef90_A0A023GM08
A0A023GM12,UniRef90_L7MHK1
A0A023GM13,UniRef90_L7MII3
A0A023GM14,UniRef90_G3MRD4
A0A023GM17,UniRef90_A0A023GM17
A0A023GM18,UniRef90_A0A023GM18
A0A023GM19,UniRef90_A0A023GM19
A0A023GM21,UniRef90_A0A023GM21
A0A023GM22,UniRef90_A0A023FNG5
A0A023GM23,UniRef90_A0A023GM23
A0A023GM25,UniRef90_B7Q122
A0A023GM26,UniRef90_L7MIP7
A0A023GM30,UniRef90_A0A023GM30
A0A023GM31,UniRef90_L7M5E1
A0A023GM32,UniRef90_G3MND5
A0A023GM34,UniRef90_A0A023GM34
A0A023GM35,UniRef90_A0A023FK42
A0A023GM36,UniRef90_G3MPM8
A0A023GM38,UniRef90_G3MK90
A0A023GM42,UniRef90_A0A023FJT6
A0A023GM44,UniRef90_L7MCN6
A0A023GM51,UniRef90_A0A023GM51
A0A023GM55,UniRef90_A0A023GM55
A0A023GM59,UniRef90_G3MLK3
A0A023GM61,UniRef90_A0A023FZH0
A0A023GM62,UniRef90_A0A023GM62
A0A023GM67,UniRef90_A0A023GM67
A0A023GM69,UniRef90_A0A023FTB1
A0A023GM71,UniRef90_B7QF14
A0A023GM73,UniRef90_A0A023FJI4
A0A023GM77,UniRef90_A0A023FNH1
A0A023GM78,UniRef90_A0A023GM78
A0A023GM82,UniRef90_A0A023GM82
A0A023GM90,UniRef90_L7M632
A0A023GM91,UniRef90_A0A023GM91
A0A023GM93,UniRef90_A0A023FK52
A0A023GM95,UniRef90_A0A0A9WT74
A0A023GM96,UniRef90_A0A023GM96
A0A023GM97,UniRef90_A0A023FMY7
A0A023GM98,UniRef90_A0A023GM98
A0A023GM99,UniRef90_A0A023FX16
A0A023GMA2,UniRef90_A0A023GMA2
A0A023GMA3,UniRef90_A0A023G069
A0A023GMA6,UniRef90_A0A023GMA6
A0A023GMA7,UniRef90_A0A023GMA7
A0A023GMA8,UniRef90_A0A023GMA8
A0A023GMB1,UniRef90_A0A023GMB1
A0A023GMB3,UniRef90_A0A023GMB3
A0A023GMB4,UniRef90_A0A023GMB4
A0A023GMB6,UniRef90_A0A023FKK3
A0A023GMB7,UniRef90_A0A023GMB7
A0A023GMB9,UniRef90_A0A023GMB9
A0A023GMC3,UniRef90_A0A023GMC3
A0A023GMC4,UniRef90_A0A023GMC4
A0A023GMC5,UniRef90_L7MAP4
A0A023GMC9,UniRef90_A0A023GMC9
A0A023GMD0,UniRef90_A0A023GMD0
A0A023GMD1,UniRef90_A0A023GMD1
A0A023GMD3,UniRef90_A0A023GMD3
A0A023GMD4,UniRef90_A0A023GMD4
A0A023GMD8,UniRef90_A0A023GMD8
A0A023GMD9,UniRef90_A0A023GMD9
A0A023GME0,UniRef90_G3MQQ0
A0A023GME1,UniRef90_L7M7F6
A0A023GME2,UniRef90_A0A023GME2
A0A023GME3,UniRef90_A0A023GME3
A0A023GME4,UniRef90_A0A023GME4
A0A023GME7,UniRef90_V5GY25
A0A023GME8,UniRef90_B7PL00
A0A023GMF0,UniRef90_A0A023GMF0
A0A023GMF4,UniRef90_A0A023GMF4
A0A023GMF5,UniRef90_L7LXL1
A0A023GMF8,UniRef90_A0A023GMF8
A0A023GMF9,UniRef90_G3MNA8
A0A023GMG1,UniRef90_A0A023GMG1
A0A023GMG2,UniRef90_A0A023GMG2
A0A023GMH0,UniRef90_L7LUW6
A0A023GMH9,UniRef90_A0A023FLM8
A0A023GMI5,UniRef90_A0A023NL46
A0A023GMI8,UniRef90_A0A023GMI8
A0A023GMJ0,UniRef90_A0A023FKZ6
A0A023GMJ5,UniRef90_A0A023GMJ5
A0A023GMK6,UniRef90_A0A023GMK6
A0A023GML0,UniRef90_A0A023GML0
A0A023GML2,UniRef90_A0A023GML2
A0A023GML9,UniRef90_A0A023GML9
A0A023GMM1,UniRef90_A0A023G908
A0A023GMM9,UniRef90_W4YGS7
A0A023GMN2,UniRef90_A0A023GNP1
A0A023GMP0,UniRef90_A0A023GMP0
A0A023GMP6,UniRef90_A0A023GMP6
A0A023GMP8,UniRef90_A0A023GMP8
A0A023GMQ0,UniRef90_A0A023GMQ0
A0A023GMQ1,UniRef90_A0A023GMQ1
A0A023GMQ4,UniRef90_A9P773
A0A023GMQ7,UniRef90_G3MRU8
A0A023GMR1,UniRef90_G3MP73
A0A023GMR7,UniRef90_A0A023GMR7
A0A023GMR9,UniRef90_A0A023GMR9
A0A023GMS0,UniRef90_G3MPQ5
A0A023GMS2,UniRef90_A0A023FX96
A0A023GMS4,UniRef90_A0A023GMS4
A0A023GMS7,UniRef90_E0VCG2
A0A023GMS9,UniRef90_A0A023GMS9
A0A023GMU1,UniRef90_A0A023GMU1
A0A023GMU2,UniRef90_A0A023GMU2
A0A023GMU3,UniRef90_A0A023GMU3
A0A023GMV2,UniRef90_G3MJQ4
A0A023GMW0,UniRef90_G3MT26
A0A023GMW3,UniRef90_A0A023GMW3
A0A023GMW6,UniRef90_A0A023GMW6
A0A023GMX3,UniRef90_A0A023GMX3
A0A023GMX5,UniRef90_A0A023FP89
A0A023GMY4,UniRef90_G3MR77
A0A023GMY6,UniRef90_A0A023GMY6
A0A023GMZ0,UniRef90_A0A023GMZ0
A0A023GMZ4,UniRef90_A0A023GMZ4
A0A023GN01,UniRef90_L7M4P0
A0A023GN04,UniRef90_G3MLK8
A0A023GN07,UniRef90_A0A023GN07
A0A023GN11,UniRef90_A0A023GN11
A0A023GN13,UniRef90_A0A023GN13
A0A023GN15,UniRef90_A0A023GN15
A0A023GN16,UniRef90_A0A023GN16
A0A023GN19,UniRef90_L7M895
A0A023GN20,UniRef90_A0A023FLW3
A0A023GN25,UniRef90_A0A023GN25
A0A023GN27,UniRef90_H2KTA5
A0A023GN31,UniRef90_L7M018
A0A023GN36,UniRef90_A0A023GN36
A0A023GN45,UniRef90_G3MNL2
A0A023GN52,UniRef90_L7M3H8
A0A023GN53,UniRef90_A0A023GN53
A0A023GN59,UniRef90_G3MLC1
A0A023GN61,UniRef90_G3MMA5
A0A023GN65,UniRef90_K7J1D7
A0A023GN70,UniRef90_A0A023GN70
A0A023GN80,UniRef90_A0A023GN80
A0A023GN84,UniRef90_A0A023GN84
A0A023GN87,UniRef90_B7PB17
A0A023GN92,UniRef90_G3MS18
A0A023GN95,UniRef90_L7M123
A0A023GNA0,UniRef90_A0A023GNA0
A0A023GNA1,UniRef90_A0A023FZR5
A0A023GNA3,UniRef90_G3MS66
A0A023GNA7,UniRef90_A0A023GNA7
A0A023GNA9,UniRef90_A0A023GNA9
A0A023GNB3,UniRef90_G3MKP9
A0A023GNB8,UniRef90_A0A023GNB8
A0A023GNC4,UniRef90_A0A023FXD6
A0A023GNC5,UniRef90_A0A023GNC5
A0A023GND3,UniRef90_A0A023GND3
A0A023GND5,UniRef90_A5LHW1
A0A023GND9,UniRef90_A0A023GND9
A0A023GNE0,UniRef90_A0A023GNE0
A0A023GNE2,UniRef90_A0A023GNE2
A0A023GNE6,UniRef90_A0A023FWU2
A0A023GNF1,UniRef90_A0A023GNF1
A0A023GNF2,UniRef90_G3MQE5
A0A023GNF3,UniRef90_A0A023GNF3
A0A023GNF4,UniRef90_L7M6V9
A0A023GNG1,UniRef90_G3MK38
A0A023GNG3,UniRef90_L7M3H9
A0A023GNG4,UniRef90_A0A023GNG4
A0A023GNG5,UniRef90_A0A023FZZ5
A0A023GNG6,UniRef90_A0A023GNG6
A0A023GNH2,UniRef90_L7MGQ3
A0A023GNH3,UniRef90_A0A023GNH3
A0A023GNH4,UniRef90_A0A023GNH4
A0A023GNH6,UniRef90_A0A023GNH6
A0A023GNI0,UniRef90_G3MLM2
A0A023GNI4,UniRef90_A0A023GNI4
A0A023GNI5,UniRef90_A0A023GNI5
A0A023GNI6,UniRef90_A0A023FNM2
